Date Last Researched,Country/Area,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s), Capacity (MW) ,Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
2024-05-17,India,Mahi Banswara nuclear power plant,3,,,700,pre-construction,pressurized heavy water reactor,PHWR-700,2029,,,,2024,,,2029,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,23.5294,74.5906,exact,,Choti Sarvan Tehsil,Banswara District,Rajasthan,Southern Asia,Asia,L100000500288,G100000500684,https://www.gem.wiki/Mahi_Banswara_nuclear_power_plant
2024-05-17,India,Mahi Banswara nuclear power plant,4,,,700,pre-construction,pressurized heavy water reactor,PHWR-700,2029,,,,2024,,,2029,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,23.5294,74.5906,exact,,Choti Sarvan Tehsil,Banswara District,Rajasthan,Southern Asia,Asia,L100000500288,G100000500685,https://www.gem.wiki/Mahi_Banswara_nuclear_power_plant
2024-05-17,India,Narora nuclear power plant,1,,,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,1991,,,,1976-12-01,1989-03-12,1989-07-29,1991-01-01,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,28.156,78.4089,exact,,Debai,Bulandshahr,Uttar Pradesh,Southern Asia,Asia,L100000500219,G100000500528,https://www.gem.wiki/Narora_nuclear_power_plant
2024-05-17,India,Narora nuclear power plant,2,,,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,1992,,,,1977-11-01,1991-10-24,1992-01-05,1992-07-01,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,28.156,78.4089,exact,,Debai,Bulandshahr,Uttar Pradesh,Southern Asia,Asia,L100000500219,G100000500529,https://www.gem.wiki/Narora_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,1,,RAPP,100,mothballed,pressurized heavy water reactor,Horizontal Pressure Tube type,1973,,,,1965-08-01,1972-08-11,1972-11-30,1973-12-16,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,90,207,346,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500571,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,2,,RAPP,200,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,1981,,,,1968-04-01,1980-10-08,1980-11-01,1981-04-01,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,187,207,693,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500550,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,3,,RAPP,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,2000,,,,1990-02-01,1999-12-24,2000-03-10,2000-06-01,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500530,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,4,,RAPP,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,2000,,,,1990-10-01,2000-11-03,2000-11-17,2000-12-23,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500531,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,5,,RAPP,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,2010,,,,2002-09-18,2009-11-24,2009-12-22,2010-02-04,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500532,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,6,,RAPP,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,2010,,,,2003-01-20,2010-01-23,2010-03-28,2010-03-31,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500533,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,7,,RAPP,700,construction,pressurized heavy water reactor,Horizontal Pressure Tube type,,,,,2011-07-18,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,630,630,2177,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500378,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-17,India,Rajasthan nuclear power plant,8,,RAPP,700,construction,pressurized heavy water reactor,Horizontal Pressure Tube type,,,,,2011-09-30,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,630,630,2177,24.8747,75.6189,exact,,Rawatbhata Tehsil,Chittorgarh District,Rajasthan,Southern Asia,Asia,L100000500164,G100000500379,https://www.gem.wiki/Rajasthan_nuclear_power_plant
2024-05-20,India,Rajauli nuclear power plant,1,,,700,cancelled - inferred 4 y,unknown,unknown,,,,,,,,,,,,,,,,,24.59696,85.499446,approximate,Rajauli,Nawada District,Magadh,Bihar,Southern Asia,Asia,L100001016304,G100001017761,https://www.gem.wiki/Rajauli_nuclear_power_plant
2024-05-20,India,Rajauli nuclear power plant,2,,,700,cancelled - inferred 4 y,unknown,unknown,,,,,,,,,,,,,,,,,24.59696,85.499446,approximate,Rajauli,Nawada District,Magadh,Bihar,Southern Asia,Asia,L100001016304,G100001017762,https://www.gem.wiki/Rajauli_nuclear_power_plant
2024-05-17,India,Tarapur nuclear power plant,1,,,160,mothballed,boiling water reactor,BWR-1 (Mark 2),1969,,,,1964-10-01,1969-02-01,1969-04-01,1969-10-28,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,150,200,530,19.8294,72.6617,exact,,Palghar,Palghar,Maharashtra,Southern Asia,Asia,L100000500186,G100000500564,https://www.gem.wiki/Tarapur_nuclear_power_plant
2024-05-17,India,Tarapur nuclear power plant,2,,,160,mothballed,boiling water reactor,BWR-1 (Mark 2),1969,,,,1964-10-01,1969-02-28,1969-05-05,1969-10-28,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,150,200,530,19.8294,72.6617,exact,,Palghar,Palghar,Maharashtra,Southern Asia,Asia,L100000500186,G100000500565,https://www.gem.wiki/Tarapur_nuclear_power_plant
2024-05-17,India,Tarapur nuclear power plant,3,,,540,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,2006,,,,2000-05-12,2006-05-21,2006-06-15,2006-08-18,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,490,502,1730,19.8294,72.6617,exact,,Palghar,Palghar,Maharashtra,Southern Asia,Asia,L100000500186,G100000500420,https://www.gem.wiki/Tarapur_nuclear_power_plant
2024-05-17,India,Tarapur nuclear power plant,4,,,540,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,2005,,,,2000-03-08,2005-03-06,2005-06-04,2005-09-12,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,490,502,1730,19.8294,72.6617,exact,,Palghar,Palghar,Maharashtra,Southern Asia,Asia,L100000500186,G100000500421,https://www.gem.wiki/Tarapur_nuclear_power_plant
2024-05-21,Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,1,,,500,announced,unknown,Thorium Molten Salt Reactor (TMSR),2031,,,,,,,2031,,PT ThorCon Power Indonesia,,,,,,,-2.12001,106.1815,approximate,,,,,South-eastern Asia,Asia,L100001016307,G100001017766,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant
2024-05-21,Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,2,,,500,announced,unknown,Thorium Molten Salt Reactor (TMSR),2035,,,,,,,2035,,PT ThorCon Power Indonesia,,,,,,,-2.12001,106.1815,approximate,,,,,South-eastern Asia,Asia,L100001016307,G100001017767,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant
2024-06-20,Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,3,,,500,announced,unknown,Thorium Molten Salt Reactor (TMSR),2035,,,,,,,2035,,PT ThorCon Power Indonesia,,,,,,,-2.12001,106.1815,approximate,,,,,South-eastern Asia,Asia,L100001016307,G100001018710,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant
2024-06-20,Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,4,,,500,announced,unknown,Thorium Molten Salt Reactor (TMSR),2035,,,,,,,2035,,PT ThorCon Power Indonesia,,,,,,,-2.12001,106.1815,approximate,,,,,South-eastern Asia,Asia,L100001016307,G100001018711,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant
2024-06-20,Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,5,,,500,announced,unknown,Thorium Molten Salt Reactor (TMSR),2035,,,,,,,2035,,PT ThorCon Power Indonesia,,,,,,,-2.12001,106.1815,approximate,,,,,South-eastern Asia,Asia,L100001016307,G100001018712,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant
2024-06-20,Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,6,,,500,announced,unknown,Thorium Molten Salt Reactor (TMSR),2035,,,,,,,2035,,PT ThorCon Power Indonesia,,,,,,,-2.12001,106.1815,approximate,,,,,South-eastern Asia,Asia,L100001016307,G100001018713,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant
2024-06-20,Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,7,,,500,announced,unknown,Thorium Molten Salt Reactor (TMSR),2035,,,,,,,2035,,PT ThorCon Power Indonesia,,,,,,,-2.12001,106.1815,approximate,,,,,South-eastern Asia,Asia,L100001016307,G100001018714,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant
2024-05-21,Indonesia,Bangka Belitung nuclear power plant,1,,,1000,cancelled,unknown,unknown,,,,2016,,,,,,PT PLN (Persero),PT Perusahaan Listrik Negara,PT PLN (Persero),PT Perusahaan Listrik Negara,,,,-2.12001,106.1815,approximate,,,,Bangka-Belitung,South-eastern Asia,Asia,L100000500367,G100000501008,https://www.gem.wiki/Bangka_Belitung_nuclear_power_plant
2024-05-21,Indonesia,Bangka Belitung nuclear power plant,2,,,1000,cancelled,unknown,unknown,,,,2016,,,,,,PT PLN (Persero),PT Perusahaan Listrik Negara,PT PLN (Persero),PT Perusahaan Listrik Negara,,,,-2.12001,106.1815,approximate,,,,Bangka-Belitung,South-eastern Asia,Asia,L100000500367,G100000501198,https://www.gem.wiki/Bangka_Belitung_nuclear_power_plant
2024-05-21,Indonesia,Muria nuclear power plant,1,,,1000,cancelled,unknown,unknown,,,,2010,,,,,,,,,,,,,-6.9816,110.9291,approximate,,,,Central Java,South-eastern Asia,Asia,L100000500418,G100000501199,https://www.gem.wiki/Muria_nuclear_power_plant
2024-05-21,Indonesia,Muria nuclear power plant,2,,,1000,cancelled,unknown,unknown,,,,2010,,,,,,,,,,,,,-6.9816,110.9291,approximate,,,,Central Java,South-eastern Asia,Asia,L100000500418,G100000501200,https://www.gem.wiki/Muria_nuclear_power_plant
2024-05-22,Iran,Bushehr nuclear power plant,1,,,1000,operating,pressurized water reactor,VVER V-446,2013,,,,1975-05-01,2011-05-08,2011-09-03,2013-09-23,,Nuclear Power Production And Development CO Of Iran,,Nuclear Power Production And Development CO Of Iran,,915,915,3000,28.82962,50.88601,exact,Bushehr suburb village,Bushehr County,,Bushehr Province,Southern Asia,Asia,L100000500104,G100000500209,https://www.gem.wiki/Bushehr_nuclear_power_plant
2024-05-22,Iran,Bushehr nuclear power plant,2,,,1057,construction,pressurized water reactor,V-528 VVER-1000 AES-92 GIII+,2028,,,,2019-09-27,,,2028,,Nuclear Power Production And Development CO Of Iran,,Nuclear Power Production And Development CO Of Iran,,974,974,3012,28.82962,50.88601,exact,Bushehr suburb village,Bushehr County,,Bushehr Province,Southern Asia,Asia,L100000500104,G100000500201,https://www.gem.wiki/Bushehr_nuclear_power_plant
2024-05-22,Iran,Bushehr nuclear power plant,3,,,1057,pre-construction,pressurized water reactor,VVER V-528,2026,,,,,,,2026,,Nuclear Power Production And Development CO Of Iran,,Nuclear Power Production And Development CO Of Iran,,,915,3000,28.82962,50.88601,exact,Bushehr suburb village,Bushehr County,,Bushehr Province,Southern Asia,Asia,L100000500104,G100000500625,https://www.gem.wiki/Bushehr_nuclear_power_plant
2024-05-22,Iran,Darkhovain nuclear power plant,1,,"Esteghlal, Darkhovin, Darkhowin, Karoon, Karun",300,construction,pressurized water reactor,IR-360,,,,,2022-12-03,,,,,Nuclear Power Production And Development CO Of Iran,,Nuclear Power Production And Development CO Of Iran,,,330,1113,30.70759,48.3641,exact,Bushehr suburb village,Khoramshahr County,,Khuzestan Province,Southern Asia,Asia,L100000500272,G100000500635,https://www.gem.wiki/Darkhovain_nuclear_power_plant
2024-05-22,Iran,Darkhovain nuclear power plant,2,,"Esteghlal, Darkhovin, Darkhowin, Karoon, Karun",300,cancelled,unknown,unknown,,,,1996,,,,,,Nuclear Power Production And Development CO Of Iran,,Nuclear Power Production And Development CO Of Iran,,,,,30.70759,48.3641,exact,Bushehr suburb village,Khoramshahr County,,Khuzestan Province,Southern Asia,Asia,L100000500272,G100000501201,https://www.gem.wiki/Darkhovain_nuclear_power_plant
2024-05-22,Iran,Iran-Hormoz nuclear power plant,1,,,1250,construction,unknown,unknown,,,,,,,,,,,,,,,,,26.4985591,57.0827474,approximate,,Sirik,,Hormozgan,Southern Asia,Asia,L100001016310,G100001017782,https://www.gem.wiki/Iran-Hormoz_nuclear_power_plant
2024-05-22,Iran,Iran-Hormoz nuclear power plant,2,,,1250,construction,unknown,unknown,,,,,,,,,,,,,,,,,26.4985591,57.0827474,approximate,,Sirik,,Hormozgan,Southern Asia,Asia,L100001016310,G100001017783,https://www.gem.wiki/Iran-Hormoz_nuclear_power_plant
2024-05-22,Iran,Iran-Hormoz nuclear power plant,3,,,1250,construction,unknown,unknown,,,,,,,,,,,,,,,,,26.4985591,57.0827474,approximate,,Sirik,,Hormozgan,Southern Asia,Asia,L100001016310,G100001017784,https://www.gem.wiki/Iran-Hormoz_nuclear_power_plant
2024-05-22,Iran,Iran-Hormoz nuclear power plant,4,,,1250,construction,unknown,unknown,,,,,,,,,,,,,,,,,26.4985591,57.0827474,approximate,,Sirik,,Hormozgan,Southern Asia,Asia,L100001016310,G100001017785,https://www.gem.wiki/Iran-Hormoz_nuclear_power_plant
2024-05-22,Iran,Makran Coast nuclear power plant,1,,,100,cancelled - inferred 4 y,small modular reactor,ACP-100,,,,2019,,,,,,,,,,,,,25.2497,61.0001,approximate,,,,Hormozgan Province,Southern Asia,Asia,L100000500419,G100000501202,https://www.gem.wiki/Makran_Coast_nuclear_power_plant
2024-05-22,Iran,Makran Coast nuclear power plant,2,,,100,cancelled - inferred 4 y,small modular reactor,ACP-100,,,,2019,,,,,,,,,,,,,25.2497,61.0001,approximate,,,,Hormozgan Province,Southern Asia,Asia,L100000500419,G100000501203,https://www.gem.wiki/Makran_Coast_nuclear_power_plant
2024-05-16,Israel,Shivta nuclear power plant,1,,,750,cancelled,unknown,unknown,,,,2011,,,,,,,,,,,,,30.881,34.6309,approximate,Shivta,,Beersheba Subdistrict,Southern District,Western Asia,Asia,L100000500420,G100000501204,https://www.gem.wiki/Shivta_nuclear_power_plant
2024-05-16,Israel,Shivta nuclear power plant,2,,,750,cancelled,unknown,unknown,,,,2011,,,,,,,,,,,,,30.881,34.6309,approximate,Shivta,,Beersheba Subdistrict,Southern District,Western Asia,Asia,L100000500420,G100000501205,https://www.gem.wiki/Shivta_nuclear_power_plant
2024-05-16,Italy,Caorso nuclear power plant,--,,,882,retired,boiling water reactor,BWR-4 (Mark 2),1981,1990,N,,1970-01-01,1977-12-31,1978-05-23,1981-12-01,1990-07-01,Societa Gestione Impanti Nucleari SPA,,Societa Gestione Impanti Nucleari SPA,,860,840,2651,45.0729,9.8716,exact,,Piacenza,,Emilia-Romagna,Southern Europe,Europe,L100000500148,G100000500335,https://www.gem.wiki/Caorso_nuclear_power_plant
2024-05-16,Italy,Enrico Fermi nuclear power plant,--,,Trino Vercellese,270,retired,pressurized water reactor,WH 4LP,1965,1990,N,,1961-07-01,1964-06-21,1964-10-22,1965-01-01,1990-07-01,Societa Gestione Impanti Nucleari SPA,,Societa Gestione Impanti Nucleari SPA,,260,247,870,45.1833,8.2773,exact,,Vercelli,,Piedmont,Southern Europe,Europe,L100000500214,G100000500520,https://www.gem.wiki/Enrico_Fermi_nuclear_power_plant
2024-05-16,Italy,Garigliano nuclear power plant,--,,,160,retired,boiling water reactor,BWR-1,1964,1982,N,,1959-11-01,1963-06-05,1964-01-01,1964-06-01,1982-03-01,Societa Gestione Impanti Nucleari SPA,,Societa Gestione Impanti Nucleari SPA,,150,150,506,41.2584,13.8349,exact,,Caserta,,Campania,Southern Europe,Europe,L100000500235,G100000500568,https://www.gem.wiki/Garigliano_nuclear_power_plant
2024-05-16,Italy,Latina nuclear power plant,--,,,160,retired,gas-cooled reactor,MAGNOX,1964,1987,N,,1958-11-01,1962-12-27,1963-05-12,1964-01-01,1987-12-01,Societa Gestione Impanti Nucleari SPA,,Societa Gestione Impanti Nucleari SPA,,153,200,660,41.4253,12.8067,exact,Latina,Latina,,Lazio,Southern Europe,Europe,L100000500227,G100000500552,https://www.gem.wiki/Latina_nuclear_power_plant
2024-05-16,Italy,Montalto di Castro nuclear power plant,1,,Alto Lazio,1009,cancelled,boiling water reactor,BWR-6,,,,1988,1982-07-01,,,,,,,Enel - Societa Per Azioni,,,,,42.3594,11.5301,exact,,Viterbo,,Lazio,Southern Europe,Europe,L100000500421,G100000501206,https://www.gem.wiki/Montalto_di_Castro_nuclear_power_plant
2024-05-16,Italy,Montalto di Castro nuclear power plant,2,,Alto Lazio,1009,cancelled,boiling water reactor,BWR-6,,,,1988,1982-07-01,,,,,Enel - Societa Per Azioni,,Enel - Societa Per Azioni,,,,,42.3594,11.5301,exact,,Viterbo,,Lazio,Southern Europe,Europe,L100000500421,G100000501207,https://www.gem.wiki/Montalto_di_Castro_nuclear_power_plant
2024-05-16,Japan,Ashihama nuclear power plant,1,,,1300,cancelled,unknown,unknown,,,,2000,,,,,,Chubu Electric Power CO INC,,,,,,,34.2203,136.4263,exact,,Watarai County,,,Eastern Asia,Asia,L100000500422,G100000501208,https://www.gem.wiki/Ashihama_nuclear_power_plant
2024-05-16,Japan,Ashihama nuclear power plant,2,,,1300,cancelled,unknown,unknown,,,,2000,,,,,,Chubu Electric Power CO INC,,,,,,,34.2203,136.4263,exact,,Watarai County,,,Eastern Asia,Asia,L100000500422,G100000501209,https://www.gem.wiki/Ashihama_nuclear_power_plant
2024-05-16,Japan,Fugen nuclear power plant,--,,,165,retired,heavy water light water reactor,ATR,1979,2003,N,,1972-05-10,1978-03-20,1978-07-29,1979-03-20,2003-03-29,Japan Atomic Energy Agency,,Japan Atomic Energy Agency,,148,148,557,35.7544,136.0191,exact,Tsuruga,,,,Eastern Asia,Asia,L100000500232,G100000500562,https://www.gem.wiki/Fugen_nuclear_power_plant
2024-05-16,Japan,Fukushima Daiichi nuclear power plant,1,,,460,retired,boiling water reactor,BWR-3,1971,2011,N,,1967-07-25,1970-10-10,1970-11-17,1971-03-26,2011-05-19,Tokyo Electric Power CO,,Tokyo Electric Power CO,,439,439,1380,37.4231,141.0331,exact,,Futaba County,,,Eastern Asia,Asia,L100000500076,G100000500470,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant
2024-05-16,Japan,Fukushima Daiichi nuclear power plant,2,,,784,retired,boiling water reactor,BWR-4,1974,2011,N,,1969-06-09,1973-05-10,1973-12-24,1974-07-18,2011-05-19,Tokyo Electric Power CO,,Tokyo Electric Power CO,,760,760,2381,37.4231,141.0331,exact,,Futaba County,,,Eastern Asia,Asia,L100000500076,G100000500367,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant
2024-05-16,Japan,Fukushima Daiichi nuclear power plant,3,,,784,retired,boiling water reactor,BWR-4,1976,2011,N,,1970-12-28,1974-09-06,1974-10-26,1976-03-27,2011-05-19,Tokyo Electric Power CO,,Tokyo Electric Power CO,,760,760,2381,37.4231,141.0331,exact,,Futaba County,,,Eastern Asia,Asia,L100000500076,G100000500368,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant
